Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
41,1170.021,549.2087,0,20,445.0294,0,20,1.198895
42,533.5921,530.9847,5,17,525.1396,6,20,1.172031
43,756.6016,541.6129,3,13,524.5289,6,17,1.190582
44,556.3605,556.3605,0,1,399.1481,14,15,1.145027
45,610.1969,495.0569,6,11,543.0201,2,19,1.166481
46,608.2313,556.6609,8,10,536.7807,0,12,1.189892
47,602.3434,564.2305,8,20,554.3203,4,15,1.132572
48,679.7519,556.8456,10,14,614.1371,6,7,1.121441
49,560.0641,547.5206,9,14,543.8691,9,14,1.134075
50,1106.275,444.6178,9,21,448.0444,9,21,1.184692
51,595.0984,523.9653,8,18,446.1626,5,14,1.167213
52,567.8311,524.8862,0,18,534.3494,0,18,1.142799
53,1021.95,126.4673,1,11,468.8383,5,19,1.185776
54,567.4996,517.3167,5,14,540.5558,19,21,1.179359
55,1416.98,469.0245,0,12,430.193,0,12,1.15834
56,642.857,588.0809,6,8,570.0397,4,5,1.170761
57,660.0279,556.16,0,2,402.0764,8,15,1.158829
58,882.0569,473.8739,0,13,501.3729,0,13,1.21373
59,640.515,595.1912,1,13,518.5012,10,15,1.17321
60,1320.333,472.5439,5,16,458.1918,0,13,1.160461
61,1591.813,345.5155,0,18,632.5259,13,18,1.141014
62,1282.888,509.7886,18,20,446.5493,18,20,1.14537
63,565.5289,546.8663,3,20,499.2945,3,20,1.158638
64,1364.185,547.2017,0,6,482.0371,13,18,1.190125
65,741.3426,548.4726,1,19,558.4006,0,7,1.202446
66,592.9396,560.8397,12,21,552.0656,10,17,1.15847
67,813.0331,554.2029,1,4,533.0817,9,11,1.230141
68,944.3459,336.1653,7,16,435.9717,7,17,1.183136
69,1380.106,537.0858,12,18,501.6072,12,18,1.235519
70,1575.672,333.5938,0,3,454.7391,10,16,1.22226
71,1398.291,522.2542,0,13,438.3518,0,13,1.173485
72,1269.2,540.3323,0,3,556.5387,0,3,1.21244
73,758.9897,553.8577,1,15,562.7846,7,14,1.145576
74,543.3124,400.5871,1,21,497.4614,0,14,1.155746
75,965.5757,340.0699,1,2,451.5327,7,14,1.216385
76,843.8865,593.0761,1,5,523.6719,0,3,1.164543
77,1215.352,611.1479,8,16,512.4136,0,3,1.132797
78,1486.22,417.0159,13,15,296.9276,11,17,1.19313
79,753.4581,559.8598,15,18,486.5792,15,18,1.141083
80,763.9429,417.4106,13,16,417.4589,13,16,1.183983
81,640.1782,550.155,6,19,569.4067,6,19,1.168625
82,1091.796,542.0812,2,8,542.4447,9,19,1.162987
83,1386.103,550.78,14,19,534.6019,9,14,1.191917
84,1316.468,541.1058,11,13,520.8361,0,7,1.218506
85,1153.013,490.644,0,2,484.1923,0,2,1.224457
86,1677.162,440.2558,13,20,459.6044,13,20,1.213081
87,907.8046,551.5927,1,8,434.5101,13,14,1.193329
88,1139.221,535.2375,11,15,498.0606,11,15,1.171211
89,995.2135,546.3652,10,20,452.2938,14,20,1.222504
90,1153.439,552.9607,1,4,568.6763,18,20,1.195412
91,586.7044,547.7865,13,16,519.3322,4,7,1.195946
92,1727.181,437.0366,0,3,540.4418,5,17,1.193474
93,671.457,553.7941,1,16,559.2852,0,19,1.175758
94,552.8604,552.8604,0,1,440.5015,8,12,1.218758
95,991.8886,544.7553,6,9,546.8405,0,5,1.200089
96,699.1317,370.743,1,18,632.4874,0,14,1.226906
97,658.3116,551.8202,1,16,581.9226,3,20,1.161522
98,1252.876,592.3916,1,19,607.4353,2,11,1.148087
99,861.9061,444.0057,2,21,472.5103,0,15,1.196724
