Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
72,1038.556,396.3983,1,12,13.18703,4,13,1.092724
73,2619.707,34.51469,11,14,135.745,0,16,1.098755
74,2189.046,193.4404,6,18,16.37716,10,21,1.089691
75,1293.182,232.8767,14,19,463.517,2,17,1.099804
76,360.5224,320.1541,3,4,269.2827,6,10,1.096046
77,321.2692,81.03712,0,3,63.97335,11,15,1.087955
78,1208.03,261.5928,6,12,145.1594,5,6,1.100204
79,3593.877,83.81432,14,15,96.31842,8,9,1.09409
80,1835.62,69.97786,4,13,250.0398,12,19,1.088047
81,1443.521,115.8335,0,14,103.5521,16,21,1.090954
82,739.3013,78.11593,14,17,38.80684,3,19,1.091354
83,375.3842,340.4992,0,8,535.1985,0,1,1.086926
84,928.7925,18.11604,5,21,85.82313,8,13,1.101852
85,2221.811,27.79048,5,11,236.4163,11,13,1.081276
86,774.2567,166.6255,8,17,50.04592,6,15,1.088104
87,287.3921,84.85951,12,15,195.7298,8,9,1.095074
88,3273.102,53.388,0,8,111.3064,11,14,1.088108
89,797.5562,278.9459,7,11,71.85963,3,4,1.087219
90,2737.117,53.54836,7,21,171.4956,12,21,1.085457
91,1896.456,200.3078,4,15,50.13665,4,6,1.08308
92,1230.2,220.9501,10,12,25.96045,9,11,1.086235
93,2753.22,161.9284,14,18,18.88658,12,15,1.073845
94,1248.802,65.88745,18,19,140.8326,11,19,1.079521
95,3030.037,30.25567,1,10,243.7107,1,10,1.092628
96,1489.362,261.0708,3,20,414.7789,7,20,1.102997
97,1920.339,315.1549,0,4,120.8413,11,12,1.095665
98,2054.512,40.7294,15,16,177.3153,0,8,1.088226
99,1435.165,41.52895,16,21,437.6319,8,21,1.083176
