Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
0,1177.655,553.7473,2,4,128.2214,3,10,0.3488287
1,2305.226,154.6712,2,4,156.1581,3,8,0.3383588
2,1767.059,868.0894,2,3,38.86361,7,11,0.3391876
3,3286.453,549.2692,1,8,285.0336,5,9,0.3536854
4,677.6406,31.94012,8,10,833.596,0,1,0.3519707
5,1380.285,91.92627,7,10,813.4791,9,10,0.385036
6,1736.228,89.78432,5,8,570.9852,1,2,0.3439395
7,366.7676,366.7676,0,1,27.88424,3,9,0.3355958
8,3695.947,366.1196,1,5,277.2945,5,11,0.3476291
9,2070.265,1012.988,4,6,39.86685,2,8,0.340457
10,120.0938,120.0938,0,1,421.0533,3,5,0.3366117
11,1266.388,274.2534,5,10,113.5566,8,9,0.3408022
12,2068.527,997.2227,5,7,1734.633,0,5,0.3308144
13,938.3618,412.9948,0,6,508.6049,0,3,0.3399925
14,555.9524,382.6218,0,5,235.0926,2,7,0.3328915
15,2048.339,137.256,0,8,291.2804,0,8,0.3362756
16,674.3531,476.5843,0,7,43.90857,3,9,0.3378291
17,447.2423,447.2423,0,1,1101.832,6,11,0.3403215
18,356.9456,356.9456,0,1,360.965,0,1,0.3338838
19,1303.629,0.7272814,4,9,535.0139,5,8,0.3339524
20,2704.738,291.0005,1,9,294.4872,1,9,0.3397217
21,265.9341,39.57174,0,10,483.5551,7,11,0.3350201
22,686.8354,12.29789,3,6,249.7131,2,9,0.3405037
23,1283.014,164.6692,5,8,636.8292,0,11,0.3420753
24,2682.568,89.76458,0,2,248.0917,0,2,0.3377237
25,746.1353,746.1353,0,1,56.62178,3,9,0.3401413
26,3421.084,444.8401,1,7,439.4452,2,4,0.3434982
27,936.466,369.0897,4,6,103.5745,4,10,0.3365612
28,348.4503,130.9477,0,8,130.5927,0,8,0.3390312
29,2483.174,228.3786,1,3,324.4117,1,3,0.3338575
30,449.3882,449.3882,0,1,369.0103,2,9,0.3414965
31,2897.749,315.3118,1,3,79.4178,5,6,0.3426275
32,252.5716,252.5716,0,1,110.0649,6,9,0.3369303
33,1455.218,668.3332,10,11,757.7517,6,8,0.3372355
34,1998.578,235.8788,1,10,225.8818,2,9,0.3389215
35,541.7222,541.7222,0,1,529.1516,9,11,0.3355503
36,732.7399,244.263,0,5,416.2669,0,5,0.3365574
37,813.6333,13.08723,1,5,260.614,8,9,0.3354053
38,1612.546,158.5051,8,9,266.2822,2,11,0.3330946
39,605.6003,135.2496,0,8,575.9338,4,6,0.3333578
40,887.644,164.0937,0,6,368.3931,0,6,0.3366365
41,3656.703,48.77317,0,7,267.4178,0,7,0.342309
42,2241.786,897.8655,1,7,1253.467,1,7,0.3335047
43,125.5516,125.5516,0,1,352.8401,9,11,0.3368874
44,1777.978,38.4894,8,9,578.4164,0,6,0.3434925
45,1325.159,1059.495,5,11,885.073,3,7,0.3345966
46,210.5342,210.5342,0,1,741.6791,0,1,0.3393517
47,606.6953,606.6953,0,1,402.1382,2,9,0.3347912
48,389.3318,389.3318,0,1,820.7726,0,1,0.3374729
49,3421.849,31.73361,0,2,114.0577,1,2,0.3388309
50,1639.591,16.34888,2,13,237.9098,10,16,1.087275
51,231.6249,66.93151,1,8,368.6538,3,6,1.10841
52,3156.456,13.99124,0,21,428.5825,11,16,1.102531
53,3218.291,20.45744,5,6,238.4963,1,18,1.095903
54,1756.762,381.3299,0,3,59.21552,9,21,1.092112
55,246.9376,246.9376,0,1,220.9643,12,19,1.087652
56,2182.828,108.8589,0,12,178.2624,0,16,1.090755
57,3391.341,34.6334,6,21,209.2673,5,15,1.078911
58,2527.682,32.68548,3,13,26.36,4,20,1.095652
59,1197.114,320.2887,5,13,54.51294,18,20,1.092779
60,2386.048,30.70404,1,19,55.73367,6,15,1.089371
61,486.0873,283.0298,10,13,75.60461,14,19,1.085955
62,549.8649,221.0962,14,18,301.3654,4,16,1.087811
63,1938.018,161.63,0,5,176.0407,5,20,1.097252
64,1107.493,35.26751,0,9,293.3572,9,14,1.084995
65,600.4935,183.0755,0,18,291.4686,7,15,1.088379
66,1967.535,237.4566,0,14,18.34495,8,17,1.089985
67,1927.202,232.7511,1,15,483.9693,2,13,1.082855
68,1239.863,329.0513,5,14,79.27613,13,16,1.090282
69,243.8338,122.6167,2,3,345.2496,9,20,1.09428
70,716.2621,15.98295,0,21,84.96526,3,19,1.088593
71,465.6046,204.2529,0,3,72.13658,2,14,1.101955
