Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
43,3940.444,487.7833,4,8,352.8401,9,11,0.3378353
44,3165.851,38.4894,8,9,482.2709,0,6,0.3374453
45,3092.536,1059.495,5,11,885.073,3,7,0.3354912
46,3267.762,4.524321,0,8,238.9663,0,8,0.3391438
47,4029.091,201.8412,0,4,301.7143,0,4,0.3343887
48,3230.42,182.5069,1,11,328.3903,1,11,0.3395329
49,6518.934,41.69748,0,8,183.2517,3,6,0.3411007
50,1624.678,16.34888,2,13,237.9098,10,16,1.090113
51,1263.205,6.32112,1,8,368.6538,3,6,1.109125
52,5701.227,38.89089,0,21,146.5569,1,4,1.106907
53,4934.372,20.45744,5,6,422.2346,9,12,1.09861
54,4235.989,405.427,0,3,59.21552,9,21,1.092974
55,2249.643,352.139,6,15,220.9643,12,19,1.092741
56,1839.59,224.7921,1,12,294.3303,1,12,1.09338
57,7136.846,34.6334,6,21,147.5973,1,20,1.083612
58,5867.904,32.68548,3,13,26.36,4,20,1.09742
59,5394.5,320.2887,5,13,54.51294,18,20,1.096014
60,4992.497,107.9016,0,8,55.73367,6,15,1.089691
61,4735.943,283.0298,10,13,75.60461,14,19,1.092342
62,1214.068,221.0962,14,18,301.3654,4,16,1.090258
63,4923.341,207.8763,0,5,176.0407,5,20,1.101273
64,1707.863,22.28838,0,9,293.3572,9,14,1.083969
65,3010.536,2.629501,0,11,291.4686,7,15,1.094555
66,1179.734,299.0092,2,13,18.34495,8,17,1.095886
67,4582.757,20.42643,0,8,374.1129,0,8,1.087631
68,5415.507,93.56709,0,6,79.27613,13,16,1.09766
69,2332.692,122.6167,2,3,345.2496,9,20,1.09874
70,3454.398,73.48934,0,21,84.96526,3,19,1.091595
71,2424.823,60.92203,1,17,72.13658,2,14,1.10677
72,3345.643,303.6706,1,12,13.18703,4,13,1.095695
73,3750.24,34.51469,11,14,315.4117,1,13,1.101826
74,5170.242,193.4404,6,18,16.37716,10,21,1.091404
75,1715.06,232.8767,14,19,463.517,2,17,1.096546
76,1900.085,62.04914,1,9,269.2827,6,10,1.098652
77,2493.941,9.27894,0,3,63.97335,11,15,1.090916
78,2396.704,261.5928,6,12,145.1594,5,6,1.103497
79,6475.898,49.71064,0,15,96.31842,8,9,1.098278
80,3801.115,69.97786,4,13,250.0398,12,19,1.088551
81,3066.647,57.89824,0,14,103.5521,16,21,1.09388
82,4857.702,78.11593,14,17,38.80684,3,19,1.092735
83,3458.726,379.2021,0,8,622.6139,5,8,1.08897
84,5258.089,18.11604,5,21,85.82313,8,13,1.102249
85,4174.15,27.79048,5,11,166.5284,1,16,1.081123
86,2372.665,166.6255,8,17,50.04592,6,15,1.090759
87,2767.06,69.43638,0,7,70.11304,0,7,1.103027
88,4859.511,12.1665,1,4,111.3064,11,14,1.094337
89,3179.171,278.9459,7,11,71.85963,3,4,1.096169
90,5928.616,49.46349,1,17,171.4956,12,21,1.092155
91,4675.602,200.3078,4,15,50.13665,4,6,1.08865
92,2923.971,93.11668,1,8,25.96045,9,11,1.094475
93,4559.242,161.9284,14,18,18.88658,12,15,1.077675
94,2998.589,65.88745,18,19,140.8326,11,19,1.085564
95,4656.541,87.32586,14,17,210.3017,1,10,1.097404
96,5886.625,261.0708,3,20,414.7789,7,20,1.111435
97,6069.612,295.1676,0,4,120.8413,11,12,1.100731
98,7114.016,1.743158,1,10,381.1519,1,10,1.097679
99,2456.733,41.52895,16,21,437.6319,8,21,1.090515
