Scenario ID,Own/Target Ship CPA,Closest Distance (Skewed),Ship 1,Ship 2,Closest Distance (Parallel),Ship 1,Ship 2,Evaluation Time
59,3451.714,384.9012,0,16,302.9129,4,15,1.098625
60,3348.458,8.099185,0,18,121.1338,12,16,1.093407
61,5849.174,469.9911,0,12,312.4539,2,15,1.085144
62,3650.759,174.7903,13,18,107.6,6,10,1.077415
63,2970.649,88.70559,14,19,2.3714,16,18,1.078255
64,4083.041,242.914,3,8,342.0857,11,16,1.108093
65,6188.266,72.08891,19,21,181.4674,9,18,1.097511
66,1489.699,375.1028,1,5,319.9653,7,17,1.09288
67,3244.803,68.12753,4,13,14.7042,2,12,1.09343
68,5104.074,52.92456,15,19,172.3007,7,12,1.087227
69,6570.226,131.8228,3,17,53.11527,5,21,1.099991
70,3319.98,40.7294,8,9,47.40277,4,17,1.091324
71,7284.194,66.26028,0,3,67.50925,0,3,1.091522
72,4710.595,27.1438,18,20,115.0207,8,13,1.104774
73,6232.441,36.80257,0,5,396.8165,11,17,1.089287
74,4026.266,62.44917,16,19,133.5901,14,21,1.088867
75,3809.721,144.3727,2,20,324.5773,0,4,1.085175
76,4466.624,209.9428,5,12,6.942319,10,18,1.09066
77,2721.104,770.4333,6,13,103.3555,8,21,1.082726
78,5663.766,153.8885,12,19,199.1737,11,17,1.100647
79,2700.815,22.63318,0,16,3.323583,19,21,1.080353
80,2663.162,32.22095,14,21,152.1373,0,11,1.092598
81,3449.368,26.51544,5,14,33.50167,10,17,1.079918
82,3995.197,184.241,2,8,109.7246,9,19,1.088333
83,3771.161,158.4984,0,10,96.53481,4,16,1.097321
84,5184.484,28.76077,19,20,30.01667,20,21,1.094765
85,5064.834,236.4837,6,12,2.741691,7,16,1.11245
86,4795.954,160.5183,4,9,210.1787,3,8,1.09713
87,5422.225,9.756206,3,21,14.87317,4,17,1.098923
88,1164.279,198.1153,11,16,83.29846,8,15,1.075996
89,3915.6,225.6387,3,6,66.34964,8,16,1.09687
90,3865.278,126.8038,10,21,118.718,2,12,1.098389
91,1383.254,47.60487,0,8,279.7923,4,21,1.094696
92,3136.732,12.76631,0,6,0.510097,5,16,1.091522
93,3593.841,162.5689,0,21,183.8062,6,14,1.10006
94,4196.947,493.514,0,16,20.06624,2,20,1.106079
95,3102.46,64.15,0,17,38.46732,16,17,1.089081
96,4849.707,52.23625,2,18,580.1434,7,9,1.084602
97,3624.381,74.20415,12,16,415.9821,10,18,1.078377
98,5427.16,298.6731,4,5,221.1542,6,14,1.086014
99,4644.906,489.3676,0,9,50.76474,2,19,1.101456
